,id,vertical,x,y,v01,v02,v03,v04,v05,v06,v07,v08,v09,vsup,vm,area_i,caudal_i,perimetro_i,timestamp,updated,fk_id,user_id
3073,9250,10.0,3.3,0.0,,,,,,,,,,,,0.0,,0.612,2019-02-06 12:39:19,2019-02-06 12:39:19,846,1
3074,9251,1.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,2019-02-06 12:39:19,2019-02-06 12:39:19,847,1
3075,9252,2.0,0.2,-0.07,,,,0.632306666667,,,,,,,0.632,0.042,0.027,0.212,2019-02-06 12:39:19,2019-02-06 12:39:19,847,1
3076,9253,3.0,1.2,-0.14,,,,0.767586666667,,,,,,,0.768,0.14,0.108,1.002,2019-02-06 12:39:19,2019-02-06 12:39:19,847,1
3077,9254,4.0,2.2,-0.14,,,,0.891593333333,,,,,,,0.892,0.14,0.125,1.0,2019-02-06 12:39:19,2019-02-06 12:39:19,847,1
3078,9255,5.0,3.2,-0.13,,,,1.16215333333,,,,,,,1.162,0.13,0.151,1.0,2019-02-06 12:39:19,2019-02-06 12:39:19,847,1
3079,9256,6.0,4.2,-0.15,,,,1.55672,,,,,,,1.557,0.15,0.234,1.0,2019-02-06 12:39:19,2019-02-06 12:39:19,847,1
3080,9257,7.0,5.2,-0.12,,,,1.07196666667,,,,,,,1.072,0.12,0.129,1.0,2019-02-06 12:39:19,2019-02-06 12:39:19,847,1
3081,9258,8.0,6.2,-0.09,,,,0.57594,,,,,,,0.576,0.09,0.052,1.0,2019-02-06 12:39:19,2019-02-06 12:39:19,847,1
3082,9259,9.0,7.2,-0.05,,,,0.47448,,,,,,,0.474,0.05,0.024,1.001,2019-02-06 12:39:19,2019-02-06 12:39:19,847,1
3083,9260,10.0,8.2,-0.05,,,,0.319817777778,,,,,,,0.32,0.025,0.008,1.0,2019-02-06 12:39:19,2019-02-06 12:39:19,847,1
3084,9261,11.0,8.2,0.0,,,,,,,,,,,,0.0,,0.05,2019-02-06 12:39:19,2019-02-06 12:39:19,847,1
3085,9262,1.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,2019-02-06 12:39:19,2019-02-06 12:39:19,848,1
3086,9263,2.0,0.6,-0.15,,,,0.535,,,,,,,0.535,0.082,0.044,0.618,2019-02-06 12:39:19,2019-02-06 12:39:19,848,1
3087,9264,3.0,1.1,-0.24,,,,1.07,,,,,,,1.07,0.12,0.128,0.508,2019-02-06 12:39:19,2019-02-06 12:39:19,848,1
3088,9265,4.0,1.6,-0.29,,,,1.26,,,,,,,1.26,0.145,0.183,0.502,2019-02-06 12:39:19,2019-02-06 12:39:19,848,1
3089,9266,5.0,2.1,-0.32,,,,0.87,,,,,,,0.87,0.16,0.139,0.501,2019-02-06 12:39:19,2019-02-06 12:39:19,848,1
3090,9267,6.0,2.6,-0.41,,,,1.09,,,,,,,1.09,0.205,0.223,0.508,2019-02-06 12:39:19,2019-02-06 12:39:19,848,1
3091,9268,7.0,3.1,-0.48,,,,1.48,,,,,,,1.48,0.24,0.355,0.505,2019-02-06 12:39:19,2019-02-06 12:39:19,848,1
3092,9269,8.0,3.6,-0.38,,,,0.934,,,,,,,0.934,0.19,0.177,0.51,2019-02-06 12:39:19,2019-02-06 12:39:19,848,1
3093,9270,9.0,4.1,-0.34,,,,1.35,,,,,,,1.35,0.17,0.23,0.502,2019-02-06 12:39:19,2019-02-06 12:39:19,848,1
3094,9271,10.0,4.6,-0.34,,,,0.334,,,,,,,0.334,0.17,0.057,0.5,2019-02-06 12:39:19,2019-02-06 12:39:19,848,1
3095,9272,11.0,5.1,-0.28,,,,0.443,,,,,,,0.443,0.07,0.031,0.504,2019-02-06 12:39:19,2019-02-06 12:39:19,848,1
3096,9273,12.0,5.1,0.0,,,,,,,,,,,,0.0,,0.28,2019-02-06 12:39:19,2019-02-06 12:39:19,848,1
3097,9274,1.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,2019-02-06 12:39:19,2019-02-06 12:39:19,849,1
3098,9275,2.0,0.6,-0.18,,,,0.245,,,,,,,0.245,0.108,0.026,0.626,2019-02-06 12:39:19,2019-02-06 12:39:19,849,1
3099,9276,3.0,1.2,-0.26,,,,0.577,,,,,,,0.577,0.156,0.09,0.605,2019-02-06 12:39:19,2019-02-06 12:39:19,849,1
3100,9277,4.0,1.8,-0.3,,,,1.39,,,,,,,1.39,0.18,0.25,0.601,2019-02-06 12:39:19,2019-02-06 12:39:19,849,1
3101,9278,5.0,2.4,-0.31,,,,1.55,,,,,,,1.55,0.186,0.288,0.6,2019-02-06 12:39:19,2019-02-06 12:39:19,849,1
3102,9279,6.0,3.0,-0.3,,,,1.48,,,,,,,1.48,0.18,0.266,0.6,2019-02-06 12:39:19,2019-02-06 12:39:19,849,1
3103,9280,7.0,3.6,-0.36,,,,1.48,,,,,,,1.48,0.216,0.32,0.603,2019-02-06 12:39:19,2019-02-06 12:39:19,849,1
3104,9281,8.0,4.2,-0.34,,,,1.51,,,,,,,1.51,0.204,0.308,0.6,2019-02-06 12:39:19,2019-02-06 12:39:19,849,1
3105,9282,9.0,4.8,-0.32,,,,1.45,,,,,,,1.45,0.192,0.278,0.6,2019-02-06 12:39:19,2019-02-06 12:39:19,849,1
3106,9283,10.0,5.4,-0.29,,,,0.661,,,,,,,0.661,0.174,0.115,0.601,2019-02-06 12:39:19,2019-02-06 12:39:19,849,1
3107,9284,11.0,6.0,0.0,,,,,,,,,,,,0.0,,0.666,2019-02-06 12:39:19,2019-02-06 12:39:19,849,1
3108,9285,1.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,2019-02-06 12:39:19,2019-02-06 12:39:19,850,1
3109,9286,2.0,0.0,-0.26,,,,,,,,,,,,0.065,,0.26,2019-02-06 12:39:19,2019-02-06 12:39:19,850,1
3110,9287,3.0,0.5,-0.27,,,,0.276,,,,,,,0.276,0.135,0.037,0.5,2019-02-06 12:39:19,2019-02-06 12:39:19,850,1
3111,9288,4.0,1.0,-0.3,,,,0.7,,,,,,,0.7,0.15,0.105,0.501,2019-02-06 12:39:19,2019-02-06 12:39:19,850,1
3112,9289,5.0,1.5,-0.28,,,,0.348,,,,,,,0.348,0.14,0.049,0.5,2019-02-06 12:39:19,2019-02-06 12:39:19,850,1
3113,9290,6.0,2.0,-0.3,,,,0.298,,,,,,,0.298,0.15,0.045,0.5,2019-02-06 12:39:19,2019-02-06 12:39:19,850,1
3114,9291,7.0,2.5,-0.26,,,,0.266,,,,,,,0.266,0.13,0.035,0.502,2019-02-06 12:39:19,2019-02-06 12:39:19,850,1
3115,9292,8.0,3.0,-0.26,,,,0.219,,,,,,,0.219,0.13,0.028,0.5,2019-02-06 12:39:19,2019-02-06 12:39:19,850,1
3116,9293,9.0,3.5,-0.25,,,,0.235,,,,,,,0.235,0.125,0.029,0.5,2019-02-06 12:39:19,2019-02-06 12:39:19,850,1
3117,9294,10.0,4.0,-0.25,,,,0.214,,,,,,,0.214,0.125,0.027,0.5,2019-02-06 12:39:19,2019-02-06 12:39:19,850,1
3118,9295,11.0,4.5,-0.21,,,,0.229,,,,,,,0.229,0.105,0.024,0.502,2019-02-06 12:39:19,2019-02-06 12:39:19,850,1
3119,9296,12.0,5.0,-0.16,,,,0.21,,,,,,,0.21,0.04,0.008,0.502,2019-02-06 12:39:19,2019-02-06 12:39:19,850,1
3120,9297,13.0,5.0,0.0,,,,,,,,,,,,0.0,,0.16,2019-02-06 12:39:19,2019-02-06 12:39:19,850,1
3121,9298,1.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,2019-02-06 12:39:19,2019-02-06 12:39:19,851,1
3122,9299,2.0,0.0,-0.26,,,,,,,,,,,,0.065,,0.26,2019-02-06 12:39:19,2019-02-06 12:39:19,851,1
3123,9300,3.0,0.5,-0.28,,,,0.276,,,,,,,0.276,0.14,0.039,0.5,2019-02-06 12:39:19,2019-02-06 12:39:19,851,1
3124,9301,4.0,1.0,-0.3,,,,0.7,,,,,,,0.7,0.15,0.105,0.5,2019-02-06 12:39:19,2019-02-06 12:39:19,851,1
3125,9302,5.0,1.5,-0.3,,,,0.348,,,,,,,0.348,0.15,0.052,0.5,2019-02-06 12:39:19,2019-02-06 12:39:19,851,1
3126,9303,6.0,2.0,-0.32,,,,0.298,,,,,,,0.298,0.16,0.048,0.5,2019-02-06 12:39:19,2019-02-06 12:39:19,851,1
3127,9304,7.0,2.5,-0.3,,,,0.266,,,,,,,0.266,0.15,0.04,0.5,2019-02-06 12:39:19,2019-02-06 12:39:19,851,1
3128,9305,8.0,3.0,-0.26,,,,0.219,,,,,,,0.219,0.13,0.028,0.502,2019-02-06 12:39:19,2019-02-06 12:39:19,851,1
3129,9306,9.0,3.5,-0.25,,,,0.235,,,,,,,0.235,0.125,0.029,0.5,2019-02-06 12:39:19,2019-02-06 12:39:19,851,1
3130,9307,10.0,4.0,-0.25,,,,0.214,,,,,,,0.214,0.125,0.027,0.5,2019-02-06 12:39:19,2019-02-06 12:39:19,851,1
3131,9308,11.0,4.5,-0.21,,,,0.229,,,,,,,0.229,0.105,0.024,0.502,2019-02-06 12:39:19,2019-02-06 12:39:19,851,1
3132,9309,12.0,5.0,-0.16,,,,0.21,,,,,,,0.21,0.08,0.017,0.502,2019-02-06 12:39:19,2019-02-06 12:39:19,851,1
3133,9310,13.0,5.5,-0.12,,,,0.162,,,,,,,0.162,0.03,0.005,0.502,2019-02-06 12:39:19,2019-02-06 12:39:19,851,1
3134,9311,14.0,5.5,0.0,,,,,,,,,,,,0.0,,0.12,2019-02-06 12:39:19,2019-02-06 12:39:19,851,1
3135,9312,1.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,2019-02-06 12:39:19,2019-02-06 12:39:19,852,1
3136,9313,2.0,0.0,-0.28,,,,,,,,,,,,0.07,,0.28,2019-02-06 12:39:19,2019-02-06 12:39:19,852,1
3137,9314,3.0,0.5,-0.28,,,,0.154,,,,,,,0.154,0.14,0.022,0.5,2019-02-06 12:39:19,2019-02-06 12:39:19,852,1
3138,9315,4.0,1.0,-0.3,,,,0.195,,,,,,,0.195,0.15,0.029,0.5,2019-02-06 12:39:19,2019-02-06 12:39:19,852,1
3139,9316,5.0,1.5,-0.22,,,,0.216,,,,,,,0.216,0.11,0.024,0.506,2019-02-06 12:39:19,2019-02-06 12:39:19,852,1
3140,9317,6.0,2.0,-0.22,,,,0.269,,,,,,,0.269,0.11,0.03,0.5,2019-02-06 12:39:19,2019-02-06 12:39:19,852,1
3141,9318,7.0,2.5,-0.3,,,,0.311,,,,,,,0.311,0.15,0.047,0.506,2019-02-06 12:39:19,2019-02-06 12:39:19,852,1
3142,9319,8.0,3.0,-0.3,,,,0.256,,,,,,,0.256,0.15,0.038,0.5,2019-02-06 12:39:19,2019-02-06 12:39:19,852,1
3143,9320,9.0,3.5,-0.28,,,,0.221,,,,,,,0.221,0.14,0.031,0.5,2019-02-06 12:39:19,2019-02-06 12:39:19,852,1
3144,9321,10.0,4.0,-0.26,,,,0.178,,,,,,,0.178,0.13,0.023,0.5,2019-02-06 12:39:19,2019-02-06 12:39:19,852,1
3145,9322,11.0,4.5,-0.26,,,,0.169,,,,,,,0.169,0.13,0.022,0.5,2019-02-06 12:39:19,2019-02-06 12:39:19,852,1
3146,9323,12.0,5.0,-0.22,,,,0.211,,,,,,,0.211,0.11,0.023,0.502,2019-02-06 12:39:19,2019-02-06 12:39:19,852,1
3147,9324,13.0,5.5,-0.2,,,,0.193,,,,,,,0.193,0.1,0.019,0.5,2019-02-06 12:39:19,2019-02-06 12:39:19,852,1
3148,9325,14.0,6.0,-0.12,,,,0.166,,,,,,,0.166,0.03,0.005,0.506,2019-02-06 12:39:19,2019-02-06 12:39:19,852,1
3149,9326,15.0,6.0,0.0,,,,,,,,,,,,0.0,,0.12,2019-02-06 12:39:19,2019-02-06 12:39:19,852,1
3150,9327,1.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,2019-02-06 12:39:19,2019-02-06 12:39:19,853,1
3151,9328,2.0,0.4,-0.13,,,,0.2,,,,,,,0.2,0.046,0.009,0.421,2019-02-06 12:39:19,2019-02-06 12:39:19,853,1
3152,9329,3.0,0.7,-0.16,,,,0.13,,,,,,,0.13,0.048,0.006,0.301,2019-02-06 12:39:19,2019-02-06 12:39:19,853,1
3153,9330,4.0,1.0,-0.17,,,,0.17,,,,,,,0.17,0.051,0.009,0.3,2019-02-06 12:39:19,2019-02-06 12:39:19,853,1
3154,9331,5.0,1.3,-0.14,,,,0.32,,,,,,,0.32,0.042,0.013,0.301,2019-02-06 12:39:19,2019-02-06 12:39:19,853,1
3155,9332,6.0,1.6,-0.1,,,,0.28,,,,,,,0.28,0.03,0.008,0.303,2019-02-06 12:39:19,2019-02-06 12:39:19,853,1
3156,9333,7.0,1.9,-0.11,,,,0.27,,,,,,,0.27,0.028,0.008,0.3,2019-02-06 12:39:19,2019-02-06 12:39:19,853,1
3157,9334,8.0,2.1,-0.17,,,,0.29,,,,,,,0.29,0.042,0.012,0.209,2019-02-06 12:39:19,2019-02-06 12:39:19,853,1
3158,9335,9.0,2.4,-0.16,,,,0.38,,,,,,,0.38,0.048,0.018,0.3,2019-02-06 12:39:19,2019-02-06 12:39:19,853,1
3159,9336,10.0,2.7,-0.15,,,,0.45,,,,,,,0.45,0.045,0.02,0.3,2019-02-06 12:39:19,2019-02-06 12:39:19,853,1
3160,9337,11.0,3.0,-0.1,,,,0.39,,,,,,,0.39,0.035,0.014,0.304,2019-02-06 12:39:19,2019-02-06 12:39:19,853,1
3161,9338,12.0,3.4,0.0,,,,,,,,,,,,0.0,,0.412,2019-02-06 12:39:19,2019-02-06 12:39:19,853,1
3162,9339,1.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,2019-02-06 12:39:19,2019-02-06 12:39:19,854,1
3163,9340,2.0,0.3,-0.12,,,,0.612,,,,,,,0.612,0.036,0.022,0.323,2019-02-06 12:39:19,2019-02-06 12:39:19,854,1
3164,9341,3.0,0.6,-0.21,,,,0.748,,,,,,,0.748,0.063,0.047,0.313,2019-02-06 12:39:19,2019-02-06 12:39:19,854,1
3165,9342,4.0,0.9,-0.22,,,,0.918,,,,,,,0.918,0.066,0.061,0.3,2019-02-06 12:39:19,2019-02-06 12:39:19,854,1
3166,9343,5.0,1.2,-0.54,,,,1.258,,,,,,,1.258,0.162,0.204,0.439,2019-02-06 12:39:19,2019-02-06 12:39:19,854,1
3167,9344,6.0,1.5,-0.6,,,,0.731,,,,,,,0.731,0.18,0.132,0.306,2019-02-06 12:39:19,2019-02-06 12:39:19,854,1
3168,9345,7.0,1.8,-0.45,,,,0.459,,,,,,,0.459,0.135,0.062,0.335,2019-02-06 12:39:19,2019-02-06 12:39:19,854,1
3169,9346,8.0,2.1,0.0,,,,,,,,,,,,0.0,,0.541,2019-02-06 12:39:19,2019-02-06 12:39:19,854,1
3170,9347,1.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,2019-02-06 12:39:19,2019-02-06 12:39:19,855,1
3171,9348,2.0,0.3,-0.31,,,,0.46,,,,,,,0.46,0.093,0.043,0.431,2019-02-06 12:39:19,2019-02-06 12:39:19,855,1
3172,9349,3.0,0.6,-0.32,,,,0.73,,,,,,,0.73,0.096,0.07,0.3,2019-02-06 12:39:19,2019-02-06 12:39:19,855,1
3173,9350,4.0,0.9,-0.5,,,,0.795,,,,,,,0.795,0.15,0.119,0.35,2019-02-06 12:39:19,2019-02-06 12:39:19,855,1
3174,9351,5.0,1.2,-0.55,,,,0.86,,,,,,,0.86,0.165,0.142,0.304,2019-02-06 12:39:19,2019-02-06 12:39:19,855,1
3175,9352,6.0,1.5,-0.6,,,,0.9425,,,,,,,0.943,0.18,0.17,0.304,2019-02-06 12:39:19,2019-02-06 12:39:19,855,1
3176,9353,7.0,1.8,-0.58,,,,0.85,,,,,,,0.85,0.174,0.148,0.301,2019-02-06 12:39:19,2019-02-06 12:39:19,855,1
3177,9354,8.0,2.1,-0.53,,,,0.815,,,,,,,0.815,0.079,0.064,0.304,2019-02-06 12:39:19,2019-02-06 12:39:19,855,1
3178,9355,9.0,2.1,0.0,,,,,,,,,,,,0.0,,0.53,2019-02-06 12:39:19,2019-02-06 12:39:19,855,1
3179,9356,1.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,2019-02-06 12:39:19,2019-02-06 12:39:19,856,1
3180,9357,2.0,0.25,-0.055,,,,0.284,,,,,,,0.284,0.014,0.004,0.256,2019-02-06 12:39:19,2019-02-06 12:39:19,856,1
3181,9358,3.0,0.5,-0.095,,,,0.321,,,,,,,0.321,0.024,0.008,0.253,2019-02-06 12:39:19,2019-02-06 12:39:19,856,1
3182,9359,4.0,0.75,-0.13,,,,0.714,,,,,,,0.714,0.032,0.023,0.252,2019-02-06 12:39:19,2019-02-06 12:39:19,856,1
3183,9360,5.0,1.0,-0.14,,,,0.661,,,,,,,0.661,0.035,0.023,0.25,2019-02-06 12:39:19,2019-02-06 12:39:19,856,1
3184,9361,6.0,1.25,-0.18,,,,0.556,,,,,,,0.556,0.045,0.025,0.253,2019-02-06 12:39:19,2019-02-06 12:39:19,856,1
3185,9362,7.0,1.5,-0.235,,,,0.643,,,,,,,0.643,0.059,0.038,0.256,2019-02-06 12:39:19,2019-02-06 12:39:19,856,1
3186,9363,8.0,1.75,-0.31,,,,0.7265,,,,,,,0.726,0.078,0.057,0.261,2019-02-06 12:39:19,2019-02-06 12:39:19,856,1
3187,9364,9.0,2.0,-0.345,,,,0.6645,,,,,,,0.664,0.043,0.029,0.252,2019-02-06 12:39:19,2019-02-06 12:39:19,856,1
3188,9365,10.0,2.0,0.0,,,,,,,,,,,,0.0,,0.345,2019-02-06 12:39:19,2019-02-06 12:39:19,856,1
3189,9366,1.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,2019-02-06 12:39:19,2019-02-06 12:39:19,857,1
3190,9367,2.0,0.25,-0.13,,,,0.44,,,,,,,0.44,0.032,0.014,0.282,2019-02-06 12:39:19,2019-02-06 12:39:19,857,1
3191,9368,3.0,0.5,-0.27,,,,0.46,,,,,,,0.46,0.101,0.046,0.287,2019-02-06 12:39:19,2019-02-06 12:39:19,857,1
3192,9369,4.0,1.0,-0.29,,,,0.51,,,,,,,0.51,0.145,0.074,0.5,2019-02-06 12:39:19,2019-02-06 12:39:19,857,1
3193,9370,5.0,1.5,-0.38,,,,0.6,,,,,,,0.6,0.19,0.114,0.508,2019-02-06 12:39:19,2019-02-06 12:39:19,857,1
3194,9371,6.0,2.0,-0.42,,,,0.5725,,,,,,,0.573,0.21,0.12,0.502,2019-02-06 12:39:19,2019-02-06 12:39:19,857,1
3195,9372,7.0,2.5,-0.35,,,,0.5275,,,,,,,0.528,0.175,0.092,0.505,2019-02-06 12:39:19,2019-02-06 12:39:19,857,1
3196,9373,8.0,3.0,-0.25,,,,0.29,,,,,,,0.29,0.094,0.027,0.51,2019-02-06 12:39:19,2019-02-06 12:39:19,857,1
3197,9374,9.0,3.25,-0.19,,,,0.26,,,,,,,0.26,0.048,0.012,0.257,2019-02-06 12:39:19,2019-02-06 12:39:19,857,1
3198,9375,10.0,3.5,0.0,,,,,,,,,,,,0.0,,0.314,2019-02-06 12:39:19,2019-02-06 12:39:19,857,1
3199,9376,1.0,0.0,0.0,,,,0.0,,,,,,,0.0,0.0,0.0,0.0,2019-02-06 12:39:19,2019-02-06 12:39:19,858,1
3200,9377,2.0,0.5,-0.16,,,,0.756,,,,,,,0.756,0.064,0.048,0.525,2019-02-06 12:39:19,2019-02-06 12:39:19,858,1
3201,9378,3.0,0.8,-0.19,,,,0.865,,,,,,,0.865,0.057,0.049,0.301,2019-02-06 12:39:19,2019-02-06 12:39:19,858,1
3202,9379,4.0,1.1,-0.19,,,,0.796,,,,,,,0.796,0.057,0.045,0.3,2019-02-06 12:39:19,2019-02-06 12:39:19,858,1
3203,9380,5.0,1.4,-0.17,,,,0.97,,,,,,,0.97,0.051,0.049,0.301,2019-02-06 12:39:19,2019-02-06 12:39:19,858,1
3204,9381,6.0,1.7,-0.15,,,,1.09,,,,,,,1.09,0.045,0.049,0.301,2019-02-06 12:39:19,2019-02-06 12:39:19,858,1
3205,9382,7.0,2.0,-0.16,,,,0.922,,,,,,,0.922,0.048,0.044,0.3,2019-02-06 12:39:19,2019-02-06 12:39:19,858,1
3206,9383,8.0,2.3,-0.13,,,,0.968,,,,,,,0.968,0.039,0.038,0.301,2019-02-06 12:39:19,2019-02-06 12:39:19,858,1
3207,9384,9.0,2.6,-0.11,,,,0.801,,,,,,,0.801,0.033,0.026,0.301,2019-02-06 12:39:19,2019-02-06 12:39:19,858,1
3208,9385,10.0,2.9,-0.13,,,,0.96,,,,,,,0.96,0.019,0.018,0.301,2019-02-06 12:39:19,2019-02-06 12:39:19,858,1
3209,9386,11.0,2.9,0.0,,,,,,,,,,,,0.0,,0.13,2019-02-06 12:39:19,2019-02-06 12:39:19,858,1
3210,9387,1.0,0.0,0.0,,,,0.0,,,,,,,0.0,0.0,0.0,0.0,2019-02-06 12:39:19,2019-02-06 12:39:19,859,1
3211,9388,2.0,0.3,-0.56,,,,1.0,,,,,,,1.0,0.224,0.224,0.635,2019-02-06 12:39:19,2019-02-06 12:39:19,859,1
3212,9389,3.0,0.8,-0.52,,,,1.0,,,,,,,1.0,0.26,0.26,0.502,2019-02-06 12:39:19,2019-02-06 12:39:19,859,1
3213,9390,4.0,1.3,-0.46,,,,1.0,,,,,,,1.0,0.23,0.23,0.504,2019-02-06 12:39:19,2019-02-06 12:39:19,859,1
3214,9391,5.0,1.8,-0.46,,,,1.49,,,,,,,1.49,0.23,0.343,0.5,2019-02-06 12:39:19,2019-02-06 12:39:19,859,1
3215,9392,6.0,2.3,-0.41,,,,1.4,,,,,,,1.4,0.205,0.287,0.502,2019-02-06 12:39:19,2019-02-06 12:39:19,859,1
3216,9393,7.0,2.8,-0.4,,,,1.25,,,,,,,1.25,0.2,0.25,0.5,2019-02-06 12:39:19,2019-02-06 12:39:19,859,1
3217,9394,8.0,3.3,-0.24,,,,1.2,,,,,,,1.2,0.12,0.144,0.525,2019-02-06 12:39:19,2019-02-06 12:39:19,859,1
3218,9395,9.0,3.8,-0.24,,,,0.9,,,,,,,0.9,0.12,0.108,0.5,2019-02-06 12:39:19,2019-02-06 12:39:19,859,1
3219,9396,10.0,4.3,-0.2,,,,0.6,,,,,,,0.6,0.11,0.066,0.502,2019-02-06 12:39:19,2019-02-06 12:39:19,859,1
3220,9397,11.0,4.9,0.0,,,,0.0,,,,,,,0.0,0.0,0.0,0.632,2019-02-06 12:39:19,2019-02-06 12:39:19,859,1
3221,9398,1.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,2019-02-06 12:39:19,2019-02-06 12:39:19,860,1
3222,9399,2.0,0.0,-0.128,,,,0.03,,,,,,,0.03,0.032,0.001,0.128,2019-02-06 12:39:19,2019-02-06 12:39:19,860,1
3223,9400,3.0,0.5,-0.208,,,,0.740955,,,,,,,0.741,0.104,0.077,0.506,2019-02-06 12:39:19,2019-02-06 12:39:19,860,1
3224,9401,4.0,1.0,-0.192,,,,1.128405,,,,,,,1.128,0.096,0.108,0.5,2019-02-06 12:39:19,2019-02-06 12:39:19,860,1
3225,9402,5.0,1.5,-0.248,,,,1.205895,,,,,,,1.206,0.124,0.15,0.503,2019-02-06 12:39:19,2019-02-06 12:39:19,860,1
3226,9403,6.0,2.0,-0.248,,,,1.309215,,,,,,,1.309,0.124,0.162,0.5,2019-02-06 12:39:19,2019-02-06 12:39:19,860,1
3227,9404,7.0,2.5,-0.228,,,,1.14132,,,,,,,1.141,0.114,0.13,0.5,2019-02-06 12:39:19,2019-02-06 12:39:19,860,1
3228,9405,8.0,3.0,-0.21,,,,0.947595,,,,,,,0.948,0.105,0.1,0.5,2019-02-06 12:39:19,2019-02-06 12:39:19,860,1
3229,9406,9.0,3.5,-0.24,,,,0.70221,,,,,,,0.702,0.12,0.084,0.501,2019-02-06 12:39:19,2019-02-06 12:39:19,860,1
3230,9407,10.0,4.0,-0.144,,,,0.39225,,,,,,,0.392,0.072,0.028,0.509,2019-02-06 12:39:19,2019-02-06 12:39:19,860,1
3231,9408,11.0,4.5,-0.04,,,,0.353505,,,,,,,0.354,0.016,0.006,0.511,2019-02-06 12:39:19,2019-02-06 12:39:19,860,1
3232,9409,12.0,4.8,0.0,,,,0.03,,,,,,,0.03,0.0,0.0,0.303,2019-02-06 12:39:19,2019-02-06 12:39:19,860,1
3233,9410,1.0,0.0,0.0,,,,0.0,,,,,,,0.0,0.0,0.0,0.0,2019-02-06 12:39:19,2019-02-06 12:39:19,861,1
3234,9411,2.0,0.3,-0.19,,0.471,,0.371,,,,0.287,,,0.375,0.057,0.021,0.355,2019-02-06 12:39:19,2019-02-06 12:39:19,861,1
3235,9412,3.0,0.6,-0.22,,0.801,,0.728,,,,0.61,,,0.717,0.066,0.047,0.301,2019-02-06 12:39:19,2019-02-06 12:39:19,861,1
3236,9413,4.0,0.9,-0.23,,0.867,,0.742,,,,0.718,,,0.767,0.069,0.053,0.3,2019-02-06 12:39:19,2019-02-06 12:39:19,861,1
3237,9414,5.0,1.2,-0.24,,0.824,,0.768,,,,0.763,,,0.781,0.072,0.056,0.3,2019-02-06 12:39:19,2019-02-06 12:39:19,861,1
3238,9415,6.0,1.5,-0.24,,1.0,,0.979,,,,0.809,,,0.942,0.072,0.068,0.3,2019-02-06 12:39:19,2019-02-06 12:39:19,861,1
3239,9416,7.0,1.8,-0.25,,1.17,,1.15,,,,1.0,,,1.118,0.075,0.084,0.3,2019-02-06 12:39:19,2019-02-06 12:39:19,861,1
3240,9417,8.0,2.1,-0.27,,1.57,,1.33,,,,1.08,,,1.328,0.081,0.108,0.301,2019-02-06 12:39:19,2019-02-06 12:39:19,861,1
3241,9418,9.0,2.4,-0.29,,1.33,,1.26,,,,0.924,,,1.194,0.087,0.104,0.301,2019-02-06 12:39:19,2019-02-06 12:39:19,861,1
3242,9419,10.0,2.7,-0.28,,1.05,,1.03,,,,0.845,,,0.989,0.084,0.083,0.3,2019-02-06 12:39:19,2019-02-06 12:39:19,861,1
3243,9420,11.0,3.0,-0.19,,1.0,,0.987,,,,0.889,,,0.966,0.028,0.027,0.313,2019-02-06 12:39:19,2019-02-06 12:39:19,861,1
3244,9421,12.0,3.0,0.0,,,,,,,,,,,,0.0,,0.19,2019-02-06 12:39:19,2019-02-06 12:39:19,861,1
3245,9422,1.0,0.0,0.0,,,,0.0,,,,,,,0.0,0.0,0.0,0.0,2019-02-06 12:39:19,2019-02-06 12:39:19,862,1
3246,9423,2.0,0.5,-0.144,,,,0.5876,,,,,,,0.588,0.072,0.042,0.52,2019-02-06 12:39:19,2019-02-06 12:39:19,862,1
3247,9424,3.0,1.0,-0.144,,,,0.7343,,,,,,,0.734,0.072,0.053,0.5,2019-02-06 12:39:19,2019-02-06 12:39:19,862,1
3248,9425,4.0,1.5,-0.192,,,,0.7855,,,,,,,0.785,0.096,0.075,0.502,2019-02-06 12:39:19,2019-02-06 12:39:19,862,1
3249,9426,5.0,2.0,-0.186,,,,0.882,,,,,,,0.882,0.093,0.082,0.5,2019-02-06 12:39:19,2019-02-06 12:39:19,862,1
3250,9427,6.0,2.5,-0.18,,,,0.778,,,,,,,0.778,0.09,0.07,0.5,2019-02-06 12:39:19,2019-02-06 12:39:19,862,1
3251,9428,7.0,3.0,-0.168,,,,0.7205,,,,,,,0.721,0.084,0.061,0.5,2019-02-06 12:39:19,2019-02-06 12:39:19,862,1
3252,9429,8.0,3.5,-0.144,,,,0.4905,,,,,,,0.49,0.072,0.035,0.501,2019-02-06 12:39:19,2019-02-06 12:39:19,862,1
