,id,fecha,date,calidad,hora,minuto,aforo,x_lamina,y_lamina,tipo_salida,tramo,codigo_sensor_nivel,codigo_sensor_vel_sup,tipo_aforo,caudal_total,error_caudal,area_mojada,profundidad_media,perimetro_mojado,dispositivo,error_dispositivo,ancho_superficial,velocidad_promedio,radio_hidraulico,longitud,latitud,texto_1,texto_2,timestamp,updated,offset,item_fk_id,user_id
927,1948,2017-08-02,2017-08-02 06:59:00,1.0,6.0,59.0,,,,,,,,,0.5662184,,0.831,0.296785714286,3.33277757034,MF-PRO,,2.8,0.681369915764,0.249341572446,-75.6195,6.0499,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,326,1
928,1949,2017-08-02,2017-08-02 10:45:00,1.0,10.0,45.0,,,,,,,,,0.132185295718,,0.426291109923,0.218807191029,2.21699958787,MF-PRO,,1.94825,0.310082224662,0.192282899941,-75.535,6.334,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,303,1
929,1950,2017-08-02,2017-08-02 09:02:00,1.0,9.0,2.0,,,,,,,,,3.091429,,6.121,0.408066666667,15.79268138,MF-PRO,,15.0,0.505052932527,0.387584593947,-75.6267,6.153,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,301,1
930,1951,2017-08-02,2017-08-02 09:25:00,1.0,9.0,25.0,,,,,,,,,25.854166,,36.72,1.41230769231,27.4843527442,ott-c31,,26.0,0.704089488017,1.33603291814,-75.489,6.371,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,344,1
931,1952,2017-08-02,2017-08-02 10:15:00,1.0,10.0,15.0,,,,,,,,,20.282456,,32.1265,1.30066801619,25.6064855488,ott-c31,,24.7,0.631331019563,1.25462355772,-75.537,6.3359,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,309,1
932,1953,2017-08-02,2017-08-02 10:29:00,1.0,10.0,29.0,,,,,,,,,4.1810769,,8.3244,0.3964,21.7751036617,MF-PRO,,21.0,0.50226765893,0.382289798906,-75.585,6.1865,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,335,1
933,1954,2017-08-02,2017-08-02 11:50:00,1.0,11.0,50.0,,,,,,,,,7.673,,8.185,0.189,41.166,MF-PRO,,41.0,0.937,0.199,-75.5725,6.264,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,359,1
934,1955,2017-08-02,2017-08-02 08:15:00,1.0,8.0,15.0,,,,,,,,,33.840512,,64.12,1.88588235294,35.5027167351,ott-c31,,34.0,0.527768434186,1.80605896947,-75.3315,6.446,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,330,1
935,1956,2017-08-02,2017-08-02 07:57:00,1.0,7.0,57.0,,,,,,,,,1.7868785,,2.49075,0.415125,6.6906626315,MF-PRO,,6.0,0.717405801465,0.372272544168,-75.6317,6.068,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,304,1
936,1957,2017-08-02,2017-08-02 11:55:00,1.0,11.0,55.0,,,,,,,,,14.9035425,,30.075,0.791447368421,38.2855381297,ott-c31,,38.0,0.495545885287,0.785544659138,-75.557,6.3068,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,356,1
937,1958,2017-09-27,2017-09-27 10:07:00,1.0,10.0,7.0,,,,,,,,,4.0918895915,,7.6239755,0.51513347973,15.7799272873,MF-PRO,,14.8,0.536713371062,0.483143892946,-75.6267,6.153,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,301,1
938,1959,2017-09-27,2017-09-27 12:15:00,1.0,12.0,15.0,,,,,,,,,28.895565,,31.855,0.838289473684,39.0040684019,OTT-C31,,38.0,0.907096688118,0.816709674277,-75.557,6.3068,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,356,1
939,1960,2017-09-27,2017-09-27 09:25:00,2.0,9.0,25.0,,,,,,,,,43.227889,,36.15,1.50625,26.5131033087,OTT-C31,,24.0,1.19579222683,1.36347675258,-75.489,6.371,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,344,1
940,1961,2017-09-27,2017-09-27 11:33:00,0.0,11.0,33.0,,,,,,,,,0.1155,,0.352,0.213333333333,2.27763668552,OTT-C31,,1.65,0.328125,0.15454615841,-75.535,6.334,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,303,1
941,1962,2017-09-27,2017-09-27 15:00:00,1.0,15.0,0.0,,,,,,,,,11.180754,,13.21,0.733888888889,19.4511964879,OTT-C31,,18.0,0.846385616957,0.679135600128,-75.5815,6.1953,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,320,1
942,1963,2017-09-27,2017-09-27 08:00:00,1.0,8.0,0.0,,,,,,,,,81.69,,64.427,1.743,37.784,OTT-C31,,36.5,1.268,1.705,-75.3315,6.446,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,330,1
943,1964,2017-09-27,2017-09-27 07:51:00,1.0,7.0,51.0,,,,,,,,,0.9281376,,0.95025,0.31675,3.35619437117,MF-PRO,,3.0,0.976729913181,0.283133184467,-75.6195,6.0499,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,326,1
944,1965,2017-09-27,2017-09-27 13:02:00,1.0,13.0,2.0,,,,,,,,,14.78968605,,14.02405,0.34205,41.4284109352,MF-PRO,,41.0,1.05459450373,0.338512863116,-75.5725,6.264,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,359,1
945,1967,2017-09-27,2017-09-27 11:00:00,1.0,11.0,0.0,,,,,,,,,32.083,,35.013,1.417,26.845,OTT-C31,,25.5,0.916,1.304,-75.537,6.3359,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,309,1
946,1968,2017-09-27,2017-09-27 11:46:00,1.0,11.0,46.0,,,,,,,,,6.024819446,,9.532972,0.453951047619,21.9369317672,MF-PRO,,21.0,0.631998021813,0.434562686394,-75.585,6.1865,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,335,1
947,1969,2017-09-27,2017-09-27 09:04:00,1.0,9.0,4.0,,,,,,,,,2.63318957,,2.81415,0.3855,7.81806908082,MF-PRO,,7.3,0.935696238651,0.359954609112,-75.6317,6.068,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,304,1
948,2112,2018-07-26,2018-07-26 20:39:00,1.0,20.0,39.0,,,,,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,10,1
949,2113,2018-08-23,2018-08-23 08:40:00,1.0,8.0,40.0,,13.8,0.4,rio,,,,vadeo,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,56,1
950,2114,2018-08-23,2018-08-23 13:00:00,1.0,13.0,0.0,,13.8,0.4,rio,,,,vadeo,0.112,,0.446,0.223,2.186,MF-PRO,,2.0,0.251,0.204,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,56,1
951,2115,2018-08-23,2018-08-23 15:41:00,1.0,15.0,41.0,,13.8,0.4,rio,,,,vadeo,243.058,,13.181,0.324,40.437,MF-PRO,,40.0,18.44,0.326,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,56,1
952,2116,2018-08-31,2018-08-31 11:40:00,1.0,11.0,40.0,,5.5,0.45,rio,,,,vadeo,1.93,,4.039,0.354,11.469,MF-PRO,,11.0,0.478,0.352,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,96,1
953,2117,2018-08-31,2018-08-31 12:26:00,2.0,12.0,26.0,,4.0,0.45,rio,,,,vadeo,2.262,,4.318,0.372,11.697,MF-PRO,,11.0,0.524,0.369,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,96,1
954,2118,2018-08-31,2018-08-31 01:07:00,1.0,1.0,7.0,,4.0,0.35,rio,,,,vadeo,2.324,,4.293,0.374,11.424,MF-PRO,,11.0,0.541,0.376,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,96,1
955,2119,2018-09-06,2018-09-06 01:18:00,1.0,1.0,18.0,,1.2,0.26,quebradas,,,,vadeo,0.359,,1.276,0.438,4.366,MF-PRO,,2.6,0.281,0.292,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,76,1
956,2120,2018-09-26,2018-09-26 09:54:00,1.0,9.0,54.0,,1.0,0.25,quebradas,,,,vadeo,0.132,,0.234,0.114,2.245,MF-PRO,,2.2,0.564,0.104,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,119,1
957,2121,2018-09-26,2018-09-26 12:20:00,1.0,12.0,20.0,,1.6,0.6,quebradas,,,,vadeo,0.641,,1.517,0.456,4.105,MF-PRO,,3.8,0.423,0.37,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,111,1
958,2122,2018-09-26,2018-09-26 13:59:00,1.0,13.0,59.0,,0.7,0.41,quebradas,,,,vadeo,0.194,,0.453,0.251,2.149,MF-PRO,,1.7,0.428,0.211,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,112,1
959,2123,2018-10-10,2018-10-10 07:10:00,1.0,7.0,10.0,,15.74,0.4,siata-batimetria,,,,suspencion,74.248,,59.492,1.835,35.108,MF-PRO,,34.08,1.248,1.695,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,330,1
960,2124,2018-10-10,2018-10-10 06:10:00,1.0,6.0,10.0,,,,siata-batimetria,,,,suspencion,0.882,,1.084,0.202,6.071,MF-PRO,,6.03,0.814,0.179,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,392,1
961,2125,2018-10-10,2018-10-10 08:53:00,0.0,8.0,53.0,,,,siata-batimetria,,,,suspencion,8.185,,8.954,0.849,12.665,MF-PRO,,12.0,0.914,0.707,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,301,1
962,2126,2018-10-10,2018-10-10 08:58:00,1.0,8.0,58.0,,8.2,0.4,siata-batimetria,,,,suspencion,62.468,,57.145,3.922,22.841,MF-PRO,,17.5,1.093,2.502,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,332,1
963,2127,2018-10-10,2018-10-10 09:54:00,1.0,9.0,54.0,,9.6,0.4,siata-batimetria,,,,suspencion,11.936,,10.374,0.493,21.911,MF-PRO,,21.6,1.151,0.473,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,335,1
964,2128,2018-10-10,2018-10-10 10:11:00,1.0,10.0,11.0,,6.0,0.4,siata-batimetria,,,,suspencion,32.269,,18.025,1.49,13.948,MF-PRO,,12.6,1.79,1.292,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,343,1
965,2129,2018-10-10,2018-10-10 11:07:00,1.0,11.0,7.0,,15.0,0.4,siata-batimetria,,,,suspencion,34.296,,34.652,1.581,28.027,MF-PRO,,25.25,0.99,1.236,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,344,1
966,2130,2018-10-10,2018-10-10 12:29:00,1.0,12.0,29.0,,10.5,0.4,siata-batimetria,,,,,29.979,,32.293,1.37,29.122,MF-PRO,,27.5,0.928,1.109,,,,,2019-02-06 12:39:12,2019-02-17 15:59:17,,309,4
967,2131,2018-10-10,2018-10-10 13:19:00,1.0,13.0,19.0,,,,siata-batimetria,,,,suspencion,23.484,,27.039,0.772,39.062,MF-PRO,,38.4,0.869,0.692,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,356,1
968,2132,2018-10-10,2018-10-10 06:52:00,1.0,6.0,52.0,,,,siata-batimetria,,,,suspencion,1.229,,1.386,0.427,4.218,MF-PRO,,3.6,0.887,0.329,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,326,1
969,2133,2018-10-10,2018-10-10 07:40:00,1.0,7.0,40.0,,,,siata-batimetria,,,,suspencion,2.369,,2.327,0.449,6.471,MF-PRO,,6.2,1.018,0.36,,,,,2019-02-06 12:39:12,2019-02-06 15:33:05,,304,4
970,2134,2018-10-10,2018-10-10 15:39:00,1.0,15.0,39.0,,,,siata-batimetria,,,,suspencion,13.733,,12.74,0.704,18.639,MF-PRO,,18.0,1.078,0.684,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,320,1
971,2135,2018-10-10,2018-10-10 16:00:00,2.0,16.0,0.0,,21.0,0.4,redrio-rio,,,,suspencion,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,56,1
972,2136,2018-10-10,2018-10-10 16:39:00,0.0,16.0,39.0,,,,siata-batimetria,,,,suspencion,0.713,,1.339,0.536,2.969,MF-PRO,,2.5,0.532,0.451,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,359,1
973,2137,2018-10-10,2018-10-10 12:40:00,1.0,12.0,40.0,,1.5,0.4,siata-batimetria,,,,vadeo,0.168,,0.399,0.178,2.691,MF-PRO,,2.62,0.421,0.148,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,303,1
974,2138,,2016-09-20 12:06:00,1.0,,,,3.0,0.4,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,114,1
975,2139,,2016-10-14 10:20:00,1.0,,,,3.87,0.4,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,123,1
976,2140,,2016-10-07 09:57:00,1.0,,,,2.55,0.4,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,94,1
977,2141,,2017-03-23 11:12:00,2.0,,,,2.5,0.4,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,112,1
978,2142,,2017-10-05 10:00:00,1.0,,,,4.23,0.4,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,98,1
979,2143,,2017-10-26 11:04:00,1.0,,,,11.66,0.4,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,176,1
980,2144,,2017-10-24 10:30:00,2.0,,,,3.5,0.4,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,99,1
981,2145,,2017-11-03 11:14:00,2.0,,,,17.0,0.4,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,96,1
982,2146,,2017-11-21 10:30:00,1.0,,,,3.0,0.4,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,141,1
983,2147,,2017-11-03 13:36:00,2.0,,,,12.6,0.4,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,109,1
984,2148,,2017-05-31 11:45:00,1.0,,,,3.08,0.4,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,113,1
985,2149,,2017-11-03 14:56:00,1.0,,,,3.0,0.4,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,178,1
986,2150,,2017-10-27 10:44:00,1.0,,,,24.0,0.4,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,115,1
987,2151,,2017-03-23 12:30:00,1.0,,,,4.2,0.4,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,57,1
988,2152,,2017-05-31 14:00:00,1.0,,,,0.8,0.4,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,93,1
989,2153,,2017-11-02 10:07:00,1.0,,,,4.2,0.4,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,179,1
990,2154,,2017-03-31 11:20:00,2.0,,,,1.3,0.4,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,76,1
991,2155,,2017-10-26 09:54:00,1.0,,,,12.11,0.4,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,70,1
992,2156,,2017-10-05 12:25:00,2.0,,,,11.6,0.4,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,91,1
993,2157,,2017-10-24 03:00:00,1.0,,,,12.54,0.4,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,167,1
994,2158,,2017-11-21 12:41:00,1.0,,,,4.1,0.4,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,183,1
995,2159,,2017-05-31 12:00:00,1.0,,,,2.55,0.4,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,94,1
996,2160,,2017-12-01 14:00:00,1.0,,,,21.0,0.4,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,186,1
997,2161,,2017-10-06 16:00:00,1.0,,,,8.74,0.4,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,144,1
998,2162,,2017-10-07 14:10:00,1.0,,,,6.88,0.4,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,145,1
999,2163,,2017-12-12 10:48:00,1.0,,,,2.45,0.4,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,136,1
1000,2164,,2017-12-12 13:52:00,1.0,,,,31.17,0.4,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,69,1
1001,2165,,2017-10-27 12:13:00,1.0,,,,6.4,0.4,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,168,1
1002,2166,,2017-10-24 11:45:00,2.0,,,,4.66,0.4,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,116,1
1003,2167,,2017-11-02 12:23:00,2.0,,,,2.8,0.4,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,137,1
1004,2168,,2017-10-26 10:30:00,1.0,,,,1.5,0.4,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,169,1
1005,2169,,2017-12-12 13:00:00,2.0,,,,21.0,0.4,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,56,1
1006,2170,,2017-12-14 10:25:00,1.0,,,,18.95,0.4,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,100,1
1007,2171,,2017-12-14 12:26:00,1.0,,,,1.55,0.4,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,102,1
1008,2172,,2017-12-14 13:41:00,2.0,,,,2.0,0.4,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,129,1
1009,2173,,2017-12-14 11:24:00,1.0,,,,8.0,0.4,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,126,1
1010,2174,,2017-12-19 13:00:00,1.0,,,,5.5,0.4,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,121,1
1011,2175,,2017-12-19 14:06:00,1.0,,,,2.0,0.4,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,189,1
1012,2176,,2017-05-31 13:30:00,1.0,,,,1.4,0.4,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,117,1
1013,2177,,2017-03-23 11:15:00,2.0,,,,2.35,0.4,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,119,1
1014,2178,,2017-03-23 11:16:00,2.0,,,,2.35,0.4,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,119,1
1015,2179,,2017-10-24 12:00:00,1.0,,,,14.0,0.4,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,128,1
1016,2180,,2017-04-18 13:25:00,2.0,,,,2.0,0.4,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,133,1
1017,2181,,2017-10-04 11:00:00,1.0,,,,29.8,0.4,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,197,1
1018,2182,,2017-08-30 11:00:00,1.0,,,,3.92,0.4,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,157,1
1019,2183,,2017-12-20 10:20:00,1.0,,,,4.2,0.4,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,179,1
1020,2184,,2017-11-30 10:28:00,1.0,,,,2.42,0.4,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,185,1
1021,2185,,2017-12-21 14:35:00,1.0,,,,4.4,0.4,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,174,1
1022,2186,,2017-09-19 12:30:00,1.0,,,,5.0,0.4,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,55,1
1023,2187,,2018-01-10 13:20:00,1.0,,,,5.74,0.4,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,172,1
1024,2188,,2018-01-26 10:01:00,1.0,,,,3.18,0.4,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,192,1
1025,2189,,2018-01-17 11:05:00,1.0,,,,1.05,0.4,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,154,1
1026,2190,,2018-01-17 11:49:00,1.0,,,,1.54,0.4,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,125,1
1027,2191,,2018-01-18 11:28:00,2.0,,,,2.35,0.4,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,119,1
1028,2192,,2018-01-19 11:51:00,2.0,,,,5.5,0.4,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,122,1
1029,2193,,2018-02-22 11:30:00,1.0,,,,8.27,0.4,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,198,1
1030,2194,,2018-02-22 09:08:00,1.0,,,,3.0,0.4,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,141,1
1031,2195,,2018-04-03 10:57:00,1.0,,,,2.0,0.4,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,189,1
1032,2196,,2018-04-05 15:18:00,1.0,,,,1.55,0.4,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,367,1
1033,2197,,2018-11-02 12:54:00,1.0,,,,,,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,56,1
1034,2198,,2018-11-02 12:54:00,1.0,,,,,,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,76,1
1035,2199,,2018-11-02 12:54:00,1.0,,,,,,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,96,1
1036,2200,,2018-11-02 12:54:00,2.0,,,,,,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,122,1
1037,2201,,2018-11-02 12:54:00,1.0,,,,,,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,129,1
1038,2202,,2018-11-02 12:54:00,1.0,,,,,,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,135,1
1039,2203,,2018-11-02 12:54:00,2.0,,,,,,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,137,1
1040,2204,,2018-11-02 12:54:00,1.0,,,,,,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,148,1
1041,2205,,2018-11-02 12:54:00,1.0,,,,,,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,368,1
1042,2206,,2018-11-02 12:54:00,1.0,,,,,,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,369,1
1043,2207,,2018-11-02 12:54:00,1.0,,,,,,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,370,1
1044,2208,,2018-11-02 12:54:00,1.0,,,,,,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,380,1
1045,2209,,2018-11-02 12:54:00,1.0,,,,,,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,383,1
1046,2210,,2018-11-02 12:54:00,1.0,,,,,,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,384,1
1047,2211,,2018-11-02 12:54:00,1.0,,,,,,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,386,1
1048,2212,,2018-11-02 12:54:00,1.0,,,,,,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,388,1
1049,2213,,2018-11-02 12:55:00,1.0,,,,,,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,389,1
1050,2214,,2018-11-02 12:55:00,1.0,,,,,,siata-batimetria,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,390,1
1051,2216,,2018-11-07 14:59:00,1.0,,,,2.0,0.1,redrio-quebradas,,,,suspencion,1.59,,2.1,0.85,4.504,MF-PRO,,4.0,0.757,0.466,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,393,1
